external_exercise_id,title,primary_muscles,secondary_muscles,equipment,movement_pattern,body_position,difficulty,sanitized_metadata
005ba868-d8b1-499f-9a88-b2cf722e6bdf,Figure Four Stretch (R),[full_body],[],[bodyweight],NULL,NULL,beginner,map[category:Full Body difficulty:beginner equipment:[bodyweight] exerciseTypes:[stretching mobility] slug:figure-four-stretch-r]
0087bb08-f325-4401-9b37-66dd93871570,High Cable Curl,[biceps],[],[cable],elbow_flexion,NULL,intermediate,map[category:Arms difficulty:intermediate equipment:[cable] exerciseTypes:[strength] slug:high-cable-curl]
00a92c05-9865-489d-8495-a8f72af802a6,Incline Machine Press,[chest],[],[machine],NULL,NULL,beginner,map[category:Chest difficulty:beginner equipment:[machine] exerciseTypes:[strength] slug:incline-machine-press]
00c1f017-3a36-4a42-8866-fda39f906f5d,Seated Side Bends,[neck],[upper_traps sternocleidomastoid],[],NULL,NULL,beginner,map[category:stretching difficulty:beginner equipment:[chair] exerciseTypes:[stretching mobility] slug:seated-side-bends-502d85]
00cfe51b-59a3-4d61-b712-61ae99c1ca57,Hanging Scapular Pull,[bodyweight],[],[bodyweight],NULL,NULL,NULL,map[category:<nil> difficulty:<nil> equipment:[bodyweight] exerciseTypes:[calisthenics strength] slug:hanging-scapular-pull-73920c]
01924d84-4c88-4476-b0dc-8fd92616b362,Dumbbell upper cuts,[full_body],[],[dumbbell],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[dumbbell] exerciseTypes:[strength cardio] slug:dumbbell-upper-cuts]
022ea5f2-88f3-4d42-b99d-c1026d6bc343,Explosive sprinter lunge (left),[quads],[],[bodyweight],knee_dominant,NULL,intermediate,map[category:Legs difficulty:intermediate equipment:[bodyweight] exerciseTypes:[plyometric cardio] slug:explosive-sprinter-lunge-left]
028fd0e4-baf8-4633-9891-20613bdea1e8,Jump knee tucks,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[plyometric cardio] slug:jump-knee-tucks]
032ca17e-2678-46e4-baac-b7ef43c283e9,Standing Dumbbell Triceps Extension,[triceps],[],[dumbbell],elbow_extension,NULL,intermediate,map[category:Arms difficulty:intermediate equipment:[dumbbell] exerciseTypes:[strength] slug:standing-dumbbell-triceps-extension]
033964cc-ed58-4fe3-8850-cf78c66a85b9,Hip hinge,[hamstrings],[spinal_erectors obliques quadriceps],[bodyweight],NULL,NULL,beginner,map[category:mobility difficulty:beginner equipment:[bodyweight] exerciseTypes:[functional mobility strength] slug:hip-hinge-d90a01]
037a9f51-9b02-4404-979a-6ad18f62fc9d,Overhead Cable Curl,[biceps],[brachialis brachioradialis forearm_flexors],[cable],elbow_flexion,NULL,intermediate,map[category:strength difficulty:intermediate equipment:[cable] exerciseTypes:[strength] slug:overhead-cable-curl-09be90]
03be228e-9483-470b-ad6c-cdf3d43f7415,Double Box Single Leg Lateral Hop,[quads],[core adductors tibialis_anterior],[],NULL,NULL,advanced,map[category:plyometric difficulty:advanced equipment:[box] exerciseTypes:[plyometric cardio balance] slug:double-box-single-leg-lateral-hop-1e51c0]
044f938a-5772-4a0e-b39a-8a85393830e7,Tucked L-sit hold,[core],[],[bodyweight],NULL,NULL,advanced,map[category:Core difficulty:advanced equipment:[bodyweight] exerciseTypes:[isometric core] slug:tucked-l-sit-hold]
04fccb0f-58a7-44b2-8676-573faad17634,Pike hold knee bends,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[calisthenics balance] slug:pike-hold-knee-bends]
0501fca5-dd00-4948-8874-40cc851daaee,Explosive jump squats,[quads],[calves core hamstrings],[bodyweight],knee_dominant,NULL,intermediate,map[category:Legs difficulty:intermediate equipment:[bodyweight] exerciseTypes:[plyometric cardio] slug:explosive-jump-squats]
051a5802-da89-415d-a912-93162c89a4bf,Behind the Neck Shoulder Press Machine,[shoulders],[],[machine],NULL,NULL,advanced,map[category:Shoulders difficulty:advanced equipment:[machine] exerciseTypes:[strength] slug:behind-the-neck-press]
059690e8-f60d-4099-b3ae-93d18358a59a,Bent Over Barbell Row,[back],[],[barbell],horizontal_pull,NULL,intermediate,map[category:Back difficulty:intermediate equipment:[barbell] exerciseTypes:[strength] slug:bent-over-barbell-row]
05b2ec0e-92d4-4a93-bfed-c371747c072d,Fire Hydrant,[glutes],[obliques tensor_fasciae_latae quads],[bodyweight],NULL,NULL,beginner,map[category:strength difficulty:beginner equipment:[bodyweight] exerciseTypes:[strength functional core] slug:fire-hydrant-9808a0]
05c60c96-4b0d-4e83-8797-9e3eb9a9cab0,Halo with dumbbell (R),[shoulders],[],[dumbbell],NULL,NULL,intermediate,map[category:Shoulders difficulty:intermediate equipment:[dumbbell] exerciseTypes:[strength warmup] slug:halo-with-dumbbell-r]
061b3246-322a-41ed-a589-73fb9478651c,Side hurdel jumps to mountain climbers,[core],[],[bodyweight],NULL,NULL,NULL,map[category:Core difficulty:<nil> equipment:[bodyweight] exerciseTypes:[cardio plyometric hiit] slug:side-hurdel-jumps-to-mountain-climbers-061b3246]
068d316f-52b0-4438-a7c9-ee21ceca2c2f,Crunches,[core],[],[bodyweight],core,NULL,intermediate,map[category:Core difficulty:intermediate equipment:[bodyweight] exerciseTypes:[core strength] slug:crunches]
069c1e6b-05f4-4390-a1c7-9b740e0bec4a,Barbell Front Raise,[shoulders],[],[barbell],NULL,NULL,beginner,map[category:Shoulders difficulty:beginner equipment:[barbell] exerciseTypes:[strength] slug:barbell-front-raise]
0790eb48-18ee-4bae-9c32-b8049dad767f,Wall Sits,[bodyweight],[hamstrings calves core],[bodyweight],NULL,NULL,beginner,map[category:strength difficulty:beginner equipment:[bodyweight] exerciseTypes:[isometric calisthenics] slug:wall-sits-6e0edb]
07cd2836-405f-4b66-9b80-2d69b1fabb6a,Reverse push ups,[chest],[triceps_long_head front_deltoids obliques],[bodyweight],horizontal_push,NULL,beginner,map[category:strength difficulty:beginner equipment:[bodyweight] exerciseTypes:[strength calisthenics core] slug:reverse-push-ups-c642d0]
0852e58d-42d4-4e7a-b612-a6d79e93e895,Half moon (right),[full_body],[],[bodyweight],NULL,NULL,beginner,map[category:YOGA difficulty:beginner equipment:[bodyweight] exerciseTypes:[yoga balance] slug:half-moon-right]
094f1299-cd52-4da7-b97f-c159208ed7d1,Incline Dumbbell Rear Delt Raise,[shoulders],[],[dumbbell],NULL,NULL,intermediate,map[category:Shoulders difficulty:intermediate equipment:[dumbbell] exerciseTypes:[strength isometric] slug:incline-dumbbell-rear-delt-raise]
097903be-beaa-4283-9493-19eb90b59762,Dumbbell deltoid fly,[chest],[],[dumbbell],NULL,NULL,intermediate,map[category:Chest difficulty:intermediate equipment:[dumbbell] exerciseTypes:[strength] slug:dumbbell-deltoid-fly]
0a095165-5eb4-4d96-a98e-d8374391f2cc,Seated EZ Bar Curl,[biceps],[],[barbell],elbow_flexion,NULL,beginner,map[category:Arms difficulty:beginner equipment:[barbell] exerciseTypes:[strength] slug:seated-ez-bar-curl]
0a7821b6-c36b-4b5f-82b0-5c8ba765baae,Shot Caller Burpee,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[cardio plyometric hiit] slug:shot-caller-burpee]
0af648a1-1d2e-438b-b687-b522c9eaa8bd,Dumbbell shoulder punches,[shoulders],[],[dumbbell],NULL,NULL,intermediate,map[category:Shoulders difficulty:intermediate equipment:[dumbbell] exerciseTypes:[cardio functional] slug:dumbbell-shoulder-punches]
0b4d6477-e8d8-4ae1-aff6-d935a77b3fe1,Dumbbell Overhead Tricep Extension,[triceps],[front_deltoids forearm_flexors core],[dumbbell],elbow_extension,NULL,beginner,map[category:strength difficulty:beginner equipment:[dumbbell] exerciseTypes:[strength] slug:dumbbell-overhead-tricep-extension-47c5a2]
0b51bca9-c72f-4fc3-affd-0904de3cf8b4,Single Arm Smith Machine Row,[back],[],[machine],horizontal_pull,NULL,intermediate,map[category:Back difficulty:intermediate equipment:[machine] exerciseTypes:[strength] slug:single-arm-smith-machine-row]
0b7c9826-2501-4938-a921-a6f62e66e890,Squat to toe taps,[quads],[],[bodyweight],knee_dominant,NULL,intermediate,map[category:Legs difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength cardio] slug:squat-to-toe-taps]
0b7f1b84-6cb0-4875-824b-e86272668a2a,Knee raises (Hanging),[core],[],[bodyweight],NULL,NULL,intermediate,map[category:Core difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength core calisthenics] slug:knee-raises-hanging]
0ba53212-9702-4b66-bb9d-d7b9fa12abf2,Inclined wide push up,[chest],[],[bodyweight],horizontal_push,NULL,intermediate,map[category:Chest difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength calisthenics] slug:inclined-wide-push-up]
0bc5f89b-dec0-483a-b98d-655998f8849d,Inchworm,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[warmup mobility functional] slug:inchworm]
0bc74c4c-d382-46a4-95a8-d6229062aaf1,inverted row,[back],[biceps rear_deltoids forearms core],[barbell],horizontal_pull,NULL,intermediate,map[category:strength difficulty:intermediate equipment:[barbell] exerciseTypes:[strength calisthenics functional] slug:inverted-row-ce1cdb]
0c46de9c-4a97-405c-9fa2-aec5f5da73f0,Seated Hammer Curl,[biceps],[],[dumbbell],elbow_flexion,NULL,beginner,map[category:Arms difficulty:beginner equipment:[dumbbell] exerciseTypes:[strength] slug:seated-hammer-curl]
0d0368ee-f03d-4ef9-95db-06a56434ea55,Dumbbell Scissors,[full_body],[],[dumbbell],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[dumbbell] exerciseTypes:[strength functional] slug:dumbbell-scissors]
0d3505ae-ce8d-4ad5-b8d0-8c172dd08969,High Row Machine,[back],[],[machine],horizontal_pull,NULL,beginner,map[category:Back difficulty:beginner equipment:[machine] exerciseTypes:[strength] slug:high-row-machine]
0de79ddc-e829-4543-942c-e385cc76ac5e,Dumbbell Squat,[quads],[],[dumbbell],knee_dominant,NULL,NULL,map[category:Legs difficulty:<nil> equipment:[dumbbell] exerciseTypes:[strength] slug:dumbbell-squat]
0df165d9-3c63-4506-a2f1-6f64544fda5d,Forward to Reverse Bear Crawl,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[functional cardio core] slug:forward-to-reverse-bear-crawl]
0e19fa47-7a77-4fdf-86a0-66258725fa3d,Box Toe Tap,[quads],[calves hip_flexors tibialis_anterior],[],NULL,NULL,beginner,map[category:cardio difficulty:beginner equipment:[box] exerciseTypes:[cardio plyometric hiit] slug:box-toe-tap-2f0e73]
0e43c62b-bcf6-4115-8fa4-3049a4d8f24a,Criss-cross jumping jacks,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[cardio warmup plyometric] slug:criss-cross-jumping-jacks]
0e5f29cd-ff79-428a-bb1c-1753a9047f32,Barbell Full Squat,[quads],[calves hip_flexors abs],[barbell],knee_dominant,NULL,intermediate,map[category:Legs difficulty:intermediate equipment:[barbell] exerciseTypes:[strength] slug:barbell-full-squat]
0ed37189-d6ea-48c0-83cb-587b44a7b546,Sumo walk,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength functional] slug:sumo-walk]
0f14071c-279d-4926-b41a-cb4dc900bb1d,High plank toe touches,[core],[],[bodyweight],core,NULL,NULL,map[category:Core difficulty:<nil> equipment:[bodyweight] exerciseTypes:[core calisthenics] slug:high-plank-toe-touches]
0fed480a-62f6-44d9-a457-787ebcd1395f,Single Arm Preacher Curl,[biceps],[],[dumbbell],elbow_flexion,NULL,intermediate,map[category:Arms difficulty:intermediate equipment:[dumbbell] exerciseTypes:[strength] slug:single-arm-preacher-curl]
0ff4b70c-8c21-42a0-83c9-a0aa4fcc4b4a,Swimmers,[erector_spinae],[glute_max hamstrings rear_deltoids lats],[bodyweight],NULL,NULL,intermediate,map[category:core difficulty:intermediate equipment:[bodyweight] exerciseTypes:[core strength functional] slug:swimmers-b4f3ca]
0ff5e9fe-9d15-426a-8c06-fd62a198dc47,Dumbbell shadow box,[full_body],[],[dumbbell],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[dumbbell] exerciseTypes:[cardio functional] slug:dumbbell-shadow-box]
10014d85-339e-4573-876d-87b003c28671,Tricep extension knee ins,[triceps],[],[bodyweight],elbow_extension,NULL,intermediate,map[category:Arms difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength calisthenics] slug:tricep-extension-knee-ins]
109aec41-eaeb-4963-908a-e53b560789ee,High Cable Row,[lats],[rear_deltoids biceps forearms],[cable],horizontal_pull,NULL,intermediate,map[category:strength difficulty:intermediate equipment:[cable] exerciseTypes:[strength functional] slug:high-cable-row-d112fe]
109f6115-f03d-48da-802a-2e2aa385678d,Back Extension - Hyperextension,[back],[glute_max hamstrings core],[machine],elbow_extension,NULL,beginner,map[category:strength difficulty:beginner equipment:[machine] exerciseTypes:[strength] slug:back-extension-hyperextension-9e0c7f]
10a31695-e218-4819-b7d3-b67b1b5ac79d,Close Grip Lat Pulldown,[back],[],[cable machine],vertical_pull,NULL,beginner,map[category:Back difficulty:beginner equipment:[cable] exerciseTypes:[strength] slug:close-grip-lat-pulldown]
10affa59-53b8-40a9-a06c-36b70d2bb005,Russian twists,[core],[],[bodyweight],core,NULL,intermediate,map[category:Core difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength core] slug:russian-twists]
10be21b8-de6f-4c33-9101-eadca351e663,Crab walks into squats,[quads],[],[bodyweight],knee_dominant,NULL,intermediate,map[category:Legs difficulty:intermediate equipment:[bodyweight] exerciseTypes:[functional strength cardio] slug:crab-walks-into-squats]
10d2c91e-60e8-416d-8c91-def45954009c,Close Grip Plate Press,[chest],[],[barbell],NULL,NULL,intermediate,map[category:Chest difficulty:intermediate equipment:[barbell] exerciseTypes:[strength] slug:close-grip-plate-press]
1121f617-3012-4e15-a6d9-86ed9440acce,Step Calf Raise,[calves],[gastrocnemius soleus peroneals],[],NULL,NULL,beginner,map[category:strength difficulty:beginner equipment:[box] exerciseTypes:[strength calisthenics functional] slug:step-calf-raise-b97e4d]
1158c681-55e9-4db0-bb73-3dab32d99aa5,Barbell Curls,[biceps],[brachialis brachioradialis forearm_flexors],[barbell],elbow_flexion,NULL,beginner,map[category:Arms difficulty:beginner equipment:[barbell] exerciseTypes:[strength] slug:barbell-curls]
1267bc89-80f9-46ad-9f94-e7e542854042,Wide Grip Barbell Curl,[biceps],[],[barbell],elbow_flexion,NULL,intermediate,map[category:Arms difficulty:intermediate equipment:[barbell] exerciseTypes:[strength] slug:wide-grip-barbell-curl]
1328cea8-8e8b-4a64-9f6a-10d8031b2f27,Russian Twist - no weight,[core],[],[bodyweight],core,NULL,intermediate,map[category:Core difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength core] slug:russian-twist-no-weight]
13351b5d-ef3f-4c6b-9f47-df62202d32b2,Leg Press Close Stance - Glute Focus,[glutes],[],[machine],NULL,NULL,beginner,map[category:Legs difficulty:beginner equipment:[machine] exerciseTypes:[strength] slug:leg-press-close-stance-glute-focus]
14044ef0-8d9d-4d65-9365-0f1bc2dd3c11,Walking knee raises,[core],[],[bodyweight],NULL,NULL,intermediate,map[category:Core difficulty:intermediate equipment:[bodyweight] exerciseTypes:[warmup cardio] slug:walking-knee-raises]
147a7908-fdd3-4f79-94ca-f9a69989e14c,Single arm push up (R),[chest],[],[bodyweight],horizontal_push,NULL,advanced,map[category:Chest difficulty:advanced equipment:[bodyweight] exerciseTypes:[strength calisthenics] slug:single-arm-push-up-r]
14a3a8fe-dc12-4c4b-865b-d5e0514c54d4,Dumbbell Skull Crushers,[triceps],[forearm_flexors forearm_extensors shoulders],[dumbbell],NULL,NULL,intermediate,map[category:strength difficulty:intermediate equipment:[dumbbell] exerciseTypes:[strength] slug:dumbbell-skull-crushers-b8b89d]
1523b6fd-d8b9-4406-b188-5d1545dd0cb2,Reclined pigeon pose (left),[glutes],[],[bodyweight],NULL,NULL,beginner,map[category:YOGA difficulty:beginner equipment:[bodyweight] exerciseTypes:[yoga stretching] slug:reclined-pigeon-pose-left]
1575dc75-93ab-4c7f-b924-4ed4eda2adc8,Dumbbell Russian Twist,[obliques],[hip_flexors erector_spinae shoulders],[dumbbell],core,NULL,intermediate,map[category:core difficulty:intermediate equipment:[dumbbell] exerciseTypes:[core strength functional] slug:dumbbell-russian-twist-1f195c]
15ae3c6a-9e5c-43c6-a9df-6a1cd454e1c5,Smith Machine Lunges,[smith-machine],[adductors erector_spinae abs],[machine],knee_dominant,NULL,intermediate,map[category:strength difficulty:intermediate equipment:[machine] exerciseTypes:[strength functional] slug:smith-machine-lunges-14a431]
16916d8d-2bce-459a-a87f-fa511936260c,Seated Neutral Grip Cable Press,[chest],[],[cable],NULL,NULL,intermediate,map[category:Chest difficulty:intermediate equipment:[cable] exerciseTypes:[strength] slug:seated-neutral-grip-cable-press]
16a76541-f17e-49fe-832c-27776a9ec2e3,Scapula push ups,[chest],[],[bodyweight],horizontal_push,NULL,intermediate,map[category:Chest difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength calisthenics mobility] slug:scapula-push-ups]
16b4d2da-13c2-419b-aa1a-14a443294762,Zercher Squats,[quads],[],[barbell],knee_dominant,NULL,intermediate,map[category:Legs difficulty:intermediate equipment:[barbell] exerciseTypes:[strength] slug:zercher-squats]
185e82b2-9e20-4021-aa84-65c564aca016,Seated Cable Fly,[chest],[],[cable],NULL,NULL,beginner,map[category:Chest difficulty:beginner equipment:[cable] exerciseTypes:[strength] slug:seated-cable-fly]
18a33c56-c0b1-4f28-bb78-4b4cad53372b,Jacks with high knees,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[cardio hiit warmup] slug:jacks-with-high-knees]
18b57d25-5597-4b00-8237-cc359e4609c8,Power Snatch (ISSUE_ back on pick up a bit bend),[full_body],[],[barbell],NULL,NULL,advanced,map[category:Full Body difficulty:advanced equipment:[barbell] exerciseTypes:[strength functional] slug:power-snatch-issue-back-on-pick-up-a-bit-bend]
18c65037-c4d3-4643-b099-c2f129cef229,Straddle Up,[adductors],[erector_spinae semitendinosus gastrocnemius],[bodyweight],NULL,NULL,beginner,map[category:stretching difficulty:beginner equipment:[bodyweight] exerciseTypes:[stretching mobility cooldown] slug:straddle-up-378d90]
18dda540-eca8-40ad-aca4-9e5f80f574d7,Forward Backward Hop over Cone,[calves],[tibialis_anterior hip_flexors soleus],[],NULL,NULL,intermediate,map[category:plyometric difficulty:intermediate equipment:[cone] exerciseTypes:[plyometric cardio hiit] slug:forward-backward-hop-over-cone-4ac1d9]
19a378bd-eec2-4950-b8f2-c4179ef28294,Hanging Leg Raise,[core],[hip_flexors obliques forearms],[bodyweight],NULL,NULL,intermediate,map[category:core difficulty:intermediate equipment:[bodyweight] exerciseTypes:[] slug:hanging-leg-raise-699a98]
1a3c2a1d-eb55-4199-8f9c-6d332c824c5d,Kettlebell swing - American style,[full_body],[],[],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[kettlebell] exerciseTypes:[strength functional cardio] slug:kettlebell-swing-american-style]
1abe4475-eab9-4532-a583-68cc06681462,Crab hold toe tap,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength core functional] slug:crab-hold-toe-tap]
1b4146bc-1c96-4f05-88cf-72a72783122d,Dumbbell Step Ups,[quads],[glute_max hamstrings calves],[dumbbell],knee_dominant,NULL,intermediate,map[category:strength difficulty:intermediate equipment:[dumbbell] exerciseTypes:[strength functional] slug:dumbbell-step-ups-62cf41]
1b670f12-2b3b-4046-8fb8-379450db6f52,Dumbell Bench Press,[chest],[front_deltoids triceps serratus_anterior],[dumbbell bench],NULL,NULL,beginner,map[category:strength difficulty:beginner equipment:[dumbbell] exerciseTypes:[strength] slug:dumbell-bench-press-220b34]
1b83ce89-e537-4d37-be07-af8b5c192edd,My Side Bend Stretch (L),[core],[],[bodyweight],NULL,NULL,beginner,map[category:Core difficulty:beginner equipment:[bodyweight] exerciseTypes:[stretching mobility] slug:my-side-bend-stretch-l]
1c13173b-006e-4bfb-8f57-6c9403915e4d,T press up,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength calisthenics] slug:t-press-up]
1c9646ea-e5d6-4aaf-8892-12b331fcc8d2,Slingshot into T-Spine rotation,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[mobility warmup functional] slug:slingshot-into-t-spine-rotation]
1cecbe87-d29e-43af-bb44-5e1f409cd018,Push up to breakdancer,[chest],[],[bodyweight],horizontal_push,NULL,intermediate,map[category:Chest difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength functional core] slug:push-up-to-breakdancer]
1d684533-244d-42e9-a085-843e40965805,Tree pose (right),[full_body],[],[bodyweight],NULL,NULL,beginner,map[category:YOGA difficulty:beginner equipment:[bodyweight] exerciseTypes:[yoga balance] slug:tree-pose-right]
1dda1f16-d715-4a4f-a12b-d75b7dca81e7,Banded Lateral Walks,[glute_med],[glute_max adductors quads],[band],NULL,NULL,beginner,map[category:strength difficulty:beginner equipment:[band] exerciseTypes:[strength functional warmup] slug:banded-lateral-walks-e6e162]
1dfe9e16-f3bf-45c3-9536-b818c03d8bb8,Lat Pulldown with V-Grip,[back],[],[machine],vertical_pull,NULL,NULL,map[category:<nil> difficulty:<nil> equipment:[machine] exerciseTypes:[strength] slug:lat-pulldown-with-v-grip-5db2a5]
1e381fba-eedc-410c-ba1f-1c9c255f4d0f,Cobra pose,[back],[],[bodyweight],NULL,NULL,beginner,map[category:YOGA difficulty:beginner equipment:[bodyweight] exerciseTypes:[yoga stretching] slug:cobra-pose]
1e43a5c6-7d2f-4c45-a87d-28eec849221c,Warrior III (left),[full_body],[],[bodyweight],NULL,NULL,beginner,map[category:YOGA difficulty:beginner equipment:[bodyweight] exerciseTypes:[yoga balance] slug:warrior-iii-left]
1e99855d-fbf5-433e-9273-6f4e318a6ffe,Close Grip Lat Pulldown,[back],[],[cable machine],vertical_pull,NULL,beginner,map[category:Back difficulty:beginner equipment:[cable] exerciseTypes:[strength] slug:close-grip-lat-pulldown-1e99855d]
1eab35ce-2d24-4908-8d60-082cf1f7ab74,Plank pose,[core],[],[bodyweight],core,NULL,beginner,map[category:YOGA difficulty:beginner equipment:[bodyweight] exerciseTypes:[yoga core isometric] slug:plank-pose]
1effe46b-4944-4308-b0d3-dd87a0c71bc2,Butt kickers,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[cardio warmup] slug:butt-kickers]
1f636f46-0bc3-417d-a3ac-93108ecc26ec,Reclined windshield wipers,[core],[],[bodyweight],NULL,NULL,beginner,map[category:YOGA difficulty:beginner equipment:[bodyweight] exerciseTypes:[yoga mobility] slug:reclined-windshield-wipers]
1f96bb5c-a360-4ab0-83c6-23bdb92dd10c,Seated eagle arm (right),[shoulders],[],[bodyweight],NULL,NULL,beginner,map[category:YOGA difficulty:beginner equipment:[bodyweight] exerciseTypes:[yoga stretching] slug:seated-eagle-arm-right]
1ffaf9e8-fe94-44e8-a20b-012ea58eba46,Barbell Sumo Squat,[quads],[],[barbell],knee_dominant,NULL,intermediate,map[category:Legs difficulty:intermediate equipment:[barbell] exerciseTypes:[strength] slug:barbell-sumo-squat]
204d2666-432a-400b-bf88-0b47203101ee,Inclined push up,[chest],[],[bodyweight],horizontal_push,NULL,beginner,map[category:Chest difficulty:beginner equipment:[bodyweight] exerciseTypes:[strength calisthenics] slug:inclined-push-up]
20500648-961e-4344-bb9b-c775ffc1fe71,Cable Front Kick,[quads],[],[cable],NULL,NULL,beginner,map[category:Legs difficulty:beginner equipment:[cable] exerciseTypes:[strength] slug:cable-front-kick]
206a3084-ab16-4115-b18e-93c6c44e6cc4,Push up Circles,[chest],[front_deltoids triceps core],[bodyweight],horizontal_push,NULL,advanced,map[category:strength difficulty:advanced equipment:[bodyweight] exerciseTypes:[strength calisthenics core] slug:push-up-circles-db60ec]
207924a2-ae75-4371-be43-49c3cc62b4e1,Cable Tricep Pushdown,[triceps],[],[cable],elbow_extension,NULL,beginner,map[category:Arms difficulty:beginner equipment:[cable] exerciseTypes:[strength] slug:cable-tricep-pushdown]
210c81cd-983c-4267-8514-b14090b038be,Kettlebell Swing (Single Arm),[ketllebell],[erector_spinae front_deltoids obliques forearm_flexors],[],NULL,NULL,intermediate,map[category:strength difficulty:intermediate equipment:[kettlebell] exerciseTypes:[strength functional] slug:kettlebell-swing-single-arm-13640c]
214c3916-f02f-456f-9750-70fd0679295a,Bear crawls,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Full Body difficulty:intermediate equipment:[bodyweight] exerciseTypes:[cardio functional] slug:bear-crawls]
21beb247-bf6f-41a7-b2d3-58c58d103ba0,Walking lunges - backward,[quads],[],[bodyweight],knee_dominant,NULL,NULL,map[category:Legs difficulty:<nil> equipment:[bodyweight] exerciseTypes:[strength functional] slug:walking-lunges-backward]
21ce1e16-e426-466b-b8cf-9d4b1fce7227,Inchworms to push ups to pike push up,[chest],[],[bodyweight],horizontal_push,NULL,intermediate,map[category:Chest difficulty:intermediate equipment:[bodyweight] exerciseTypes:[strength calisthenics functional] slug:inchworms-to-push-ups-to-pike-push-up]
21dda23e-d221-4800-924e-498f4398f203,Cable Straight Leg Kickback,[glutes],[],[cable],NULL,NULL,beginner,map[category:Legs difficulty:beginner equipment:[cable] exerciseTypes:[strength] slug:cable-straight-leg-kickback]
22880d49-67f2-4f14-9510-046c32da166b,Concentration Curl,[biceps],[],[dumbbell],elbow_flexion,NULL,beginner,map[category:Arms difficulty:beginner equipment:[dumbbell] exerciseTypes:[strength] slug:concentration-curl]
2291338b-1445-4b35-8ebe-d92d7af522e0,Smith Machine Good Morning,[hamstrings],[],[machine],hip_hinge,NULL,intermediate,map[category:Legs difficulty:intermediate equipment:[machine] exerciseTypes:[strength functional] slug:smith-machine-good-morning]
22bf3fc2-d7a0-41d0-9a1a-5e0d149d2b7a,Butterfly Jumps,[full_body],[],[bodyweight],NULL,NULL,intermediate,map[category:Chest difficulty:intermediate equipment:[bodyweight] exerciseTypes:[plyometric cardio] slug:butterfly-jumps]
23058ad3-cf8a-4550-a2bb-cb692999080d,Ultimate Elbow Stretch,[triceps],[lats teres_major],[bodyweight],NULL,NULL,beginner,map[category:stretching difficulty:beginner equipment:[bodyweight] exerciseTypes:[stretching mobility] slug:ultimate-elbow-stretch-ce9e23]
23781248-d4d6-418e-a5a0-932abb0ca32b,Machine Reverse Fly,[shoulders],[],[machine],NULL,NULL,beginner,map[category:Shoulders difficulty:beginner equipment:[machine] exerciseTypes:[strength] slug:machine-reverse-fly]
23b96196-f154-4450-a2cd-fdc35af2e60c,Lying Leg Curl,[hamstrings],[gastrocnemius glutes calves],[machine],hip_hinge,NULL,beginner,map[category:Legs difficulty:beginner equipment:[machine] exerciseTypes:[strength] slug:lying-leg-curl]
