external_exercise_id,ymove_title,final_italian_name,validation_status,quality_score,rejection_reasons,missing_technical_details
4f5c0add-7a97-4c69-ad76-e2d87c8d1cc1,Kettlebell Press,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
2e95c001-ef00-4ecc-85a9-b97841927a29,Kettlebell Row,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
46832c7a-fd0e-49ab-9961-11726b8b9064,Kettlebell Snatch,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
3bbed598-16f4-4683-a751-10cc264b4bd6,Kettlebell swing,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
1a3c2a1d-eb55-4199-8f9c-6d332c824c5d,Kettlebell swing - American style,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
210c81cd-983c-4267-8514-b14090b038be,Kettlebell Swing (Single Arm),,TECHNICAL_REVIEW,36,missing_main_movement|lost_technical_details,one arm
7cbbde6d-73c7-4f94-a217-927d3bbdfd2b,Kettlebell Swing (Two Hand),,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
9fd5a38f-6dc0-40dd-898f-c5ec90cec9c3,Kettlebell Thruster,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
d8fcf6e7-3746-4f01-a943-fe45aed0fd31,Kettlebell Thruster,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
c3304243-1d9e-41b1-a01c-9ddd8f9edff8,Kettlebell Turkish Get-Up (Lunge style),,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
ab569da1-869a-4f74-b7f8-2f0a6e90e547,Kettlebell Turkish Get-Up (Lunge style) v2,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
948e5256-8830-43b3-a28a-ddcb050373ed,Kettlebell Turkish Get-Up (Lunge style)(1),,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
75a4cce2-a779-4b2e-b5e1-94f8587eda7b,Kettlebell Windmill,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
7f8e01f5-2b17-487f-aa3a-5614b629ade2,L dumbbell raises,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
8f181782-a135-49c5-91df-de5985c69ac7,Low Cable Crossover,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
40811c61-7369-4803-afc0-fa7b90f90522,Low Cable Rope Curl,,TECHNICAL_REVIEW,60,lost_technical_details,rope
497b7319-b2dc-4886-8ced-fdf14a08bb97,Lying Barbell Front Raise,,TECHNICAL_REVIEW,68,missing_main_movement,
babede27-efe6-473b-85a8-6ef01ce3fab7,Lying Barbell Skull Crusher,,TECHNICAL_REVIEW,44,consecutive_duplicate_words|missing_main_movement,
cfa05b32-b753-4e84-a73f-1c2a92606930,Lying Dumbbell Skull Crusher,,TECHNICAL_REVIEW,44,consecutive_duplicate_words|missing_main_movement,
a1b684f7-6cf3-41a7-9c1f-2321a8e0847a,Lying Dumbbell Tricep Extension - One arm,,TECHNICAL_REVIEW,60,lost_technical_details,one arm
2dbfdf97-301b-423d-a27c-7485137e50f4,Machine Bicep Curl,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
bf22d9ad-1aac-47e5-8e6f-f6072b868a6d,Machine Chest Fly,,TECHNICAL_REVIEW,68,missing_main_movement,
ae4a7149-9cfb-481e-bece-49ec526c8487,Machine Glute Kickback Both Legs,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
7c8e22b4-159b-4f19-8100-e05428bf1b1f,Machine Glute Kickback Single Leg,,TECHNICAL_REVIEW,68,missing_main_movement,
3ffba4ed-c3ae-4727-b5dc-31823f5d3358,Machine Lateral Raise,,TECHNICAL_REVIEW,68,missing_main_movement,
23781248-d4d6-418e-a5a0-932abb0ca32b,Machine Reverse Fly,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
d93f6d37-76e1-4cdc-a39e-d39beabf97d5,Machine Shoulder Press,,TECHNICAL_REVIEW,68,missing_main_movement,
6f402009-67c2-484f-bc92-6090cc9a7ed4,Machine Shoulder Press Neutral Grip,,TECHNICAL_REVIEW,68,missing_main_movement,
94e2b3e2-d8e5-4f3b-8b77-5368023e25eb,Mid Row Machine,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
70ac8f96-201b-4bd7-9ac5-f72e3aca2748,One Arm Dumbbell Bench Press - with rotation,,TECHNICAL_REVIEW,60,lost_technical_details,one arm
4e6181e0-c20f-4449-91e7-48d1eef1f268,One arm Dumbbell Floor Press alternating,,TECHNICAL_REVIEW,36,missing_main_movement|lost_technical_details,one arm
d30b1013-b7ae-47da-847e-e58e9ea770cc,One arm dumbbell fly,,TECHNICAL_REVIEW,0,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement|lost_technical_details,one arm
c5a9becd-0051-47b0-9e75-ed52fedd6d44,One-Arm Dumbbell Row bench,,TECHNICAL_REVIEW,60,lost_technical_details,bench
eff7ae70-1117-4d71-a35f-15db81a16242,One-Arm Kettlebell Military Press,,TECHNICAL_REVIEW,0,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement|lost_technical_details,one arm
79b0e11d-db13-4542-a7ac-7f666485f1fa,One-Arm Kettlebell Snatch - From ground,,TECHNICAL_REVIEW,36,missing_main_movement|lost_technical_details,one arm
4fcd55ed-a563-4f9f-b43c-4b4ea35e5cc4,One-Arm Kettlebell Snatch from ground,,TECHNICAL_REVIEW,36,missing_main_movement|lost_technical_details,one arm
26098d10-600c-4876-ac19-e9fcac2ef835,Overhead Cable Rope Extension,,TECHNICAL_REVIEW,60,lost_technical_details,rope
6d78b4e0-d8b4-4cd2-8e0b-ab6d559b717d,Plie Dumbbell Squat,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
f8a04b5e-b762-48eb-8528-de28f5c321b7,Reverse Lunge with Kettlebell,,TECHNICAL_REVIEW,60,lost_technical_details,kettlebell
ef55de8d-6d24-4983-99e0-0f50286c7a1e,Seated Barbell Military Press,,TECHNICAL_REVIEW,44,consecutive_duplicate_words|missing_main_movement,
9632f636-81ae-4951-9830-4970bbd41e42,Seated Cable Row Underhand Grip,,TECHNICAL_REVIEW,60,lost_technical_details,underhand
d39e64fd-25ce-4ab6-9d01-5674d92b5478,Seated Cable Row Wide Grip,,TECHNICAL_REVIEW,68,missing_main_movement,
86e3a801-0f1c-4424-851f-4826c75d8f48,Seated Calf Raise Machine,,TECHNICAL_REVIEW,44,consecutive_duplicate_words|missing_main_movement,
29e0d621-73e4-44da-9db7-10302fbe9503,Seated Dumbbell Curl - One Arm - Alternating,,TECHNICAL_REVIEW,60,lost_technical_details,one arm
ec7c9b41-cfd7-414a-8fbe-8c46f0d3af78,Seated Dumbbell Press,,TECHNICAL_REVIEW,44,consecutive_duplicate_words|missing_main_movement,
78c91035-616b-4b6c-a1b7-5572af8bc647,Seated High Row Machine,,TECHNICAL_REVIEW,44,consecutive_duplicate_words|missing_main_movement,
7532f005-9936-49c1-8612-132d874e1ee7,Seated Hip Abduction Machine,,TECHNICAL_REVIEW,44,consecutive_duplicate_words|missing_main_movement,
6f5b8c08-2853-477c-875b-b459d4f98fa9,Seated Incline Press with Machine,,TECHNICAL_REVIEW,36,missing_main_movement|lost_technical_details,dumbbell
7a9bc5bf-e817-4819-a41b-44a2aee5fb67,Seated Neutral Grip Row Machine,,TECHNICAL_REVIEW,68,missing_main_movement,
eee3eb70-4e2c-430e-9c33-ed646287d9c2,Shoulder Press Machine,,TECHNICAL_REVIEW,68,missing_main_movement,
3eeee272-7aae-4e5c-8d9c-415a3bf74352,Side Bend with Dumbbells,,TECHNICAL_REVIEW,20,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,
7384d39b-613f-4c8e-a980-42e2d3bd8a83,Side Lateral Raise with Dumbbells,,TECHNICAL_REVIEW,68,missing_main_movement,
